Número Movimiento;Nombre;Ciudad;Fecha de movimiento;Valor de movimiento;Tipo;Banco;Imagen;Forma de pago
1969;Indaia;Houston;19/07/2021;$2.857,70;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
1970;Indaia;Nueva York;19/07/2021;$133.796,95;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
1971;Elkem Carboderivados;Chicago;19/07/2021;$3.485,00;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1972;Elkem Carboderivados;Los Ángeles;19/07/2021;$2.439,50;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
1973;Elian;Chicago;19/07/2021;$3.561,67;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
1974;Elian;Los Ángeles;19/07/2021;$3.952,43;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
1975;Elian;Los Ángeles;19/07/2021;$3.845,40;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1976;Elian;Los Ángeles;19/07/2021;-$5.947,62;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1977;Elian;Chicago;19/07/2021;-$6.435,52;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1978;Elian;Houston;19/07/2021;-$6.122,55;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1979;Elian;Chicago;19/07/2021;-$5.935,13;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1980;Elian;Houston;19/07/2021;-$6.129,69;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
1981;Elian;Nueva York;19/07/2021;-$5.709,03;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
1982;Elian;Chicago;19/07/2021;-$6.005,93;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1983;Capital Reciclaveis;Houston;20/07/2021;-$14.034,20;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
1984;Ind De Moveis Thb;Chicago;20/07/2021;$130.337,35;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1985;Inbraglass;Los Ángeles;23/07/2021;$14.519,36;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1986;Inbrape;Chicago;23/07/2021;$14.519,36;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
1987;Inbrasp Filia;Los Ángeles;23/07/2021;$184.784,57;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1988;Inc;Los Ángeles;23/07/2021;$14.519,36;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1989;Nova Buriti;Los Ángeles;23/07/2021;-$1.895,39;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
1990;Inapel;Nueva York;23/07/2021;-$6.932,45;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1991;Inbracell;Chicago;23/07/2021;-$4.807,39;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1992;Inbrafiltro;Los Ángeles;23/07/2021;-$3.047,21;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
1993;Inbrasp;Nueva York;23/07/2021;-$2.860,31;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1994;Incabras;Chicago;23/07/2021;-$183,44;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1995;Inbrasil;Los Ángeles;24/07/2021;-$2.769,66;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1996;Nova Olinda B;Chicago;24/07/2021;-$14.244,30;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1997;Fersul- Cl;Los Ángeles;24/07/2021;-$98.349,41;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1998;Nova Olinda B;Chicago;24/07/2021;-$27.883,03;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;MercadoPago
1999;Ind De Moveis Thb;Chicago;24/07/2021;-$28.192,61;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
2000;Nova Olinda B;Nueva York;24/07/2021;$21.250,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
2001;Nova Olinda B;Nueva York;24/07/2021;$21.250,00;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;MercadoPago
2002;Nova Olinda B;Nueva York;24/07/2021;$21.250,00;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
2003;Nova Olinda B;Chicago;24/07/2021;-$737,14;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2004;Nova Olinda B;Houston;24/07/2021;-$6.991,46;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2005;Nova Olinda B;Chicago;24/07/2021;-$9.425,36;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2006;Nova Olinda B;Chicago;24/07/2021;-$150,40;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2007;Nova Olinda B;Nueva York;24/07/2021;-$28.426,16;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2008;Agropalma;Houston;25/07/2021;$145.490,38;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2009;Capital Reciclaveis;Chicago;25/07/2021;$141.167,45;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2010;Terphane Ne;Los Ángeles;25/07/2021;$163.523,64;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2011;Terphane Ne;Nueva York;25/07/2021;-$23.064,90;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2012;Terphane Ne;Nueva York;25/07/2021;-$11.143,27;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2013;Ind Rio Deserto;Chicago;26/07/2021;$15.346,59;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2014;Renault Comercio;Los Ángeles;27/07/2021;$17.897,69;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
2015;Incargel;Nueva York;27/07/2021;$15.909,89;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
2016;Capital Reciclaveis;Houston;27/07/2021;$16.228,27;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
2017;Viavarejo;Los Ángeles;30/07/2021;$15.078,71;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
2018;Termonorte;Chicago;30/07/2021;$15.279,54;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2019;Remo Polimeros;Houston;30/07/2021;$15.114,57;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2020;Renner Herrmann;Los Ángeles;30/07/2021;$17.492,21;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2021;Nova Asa B Ii;Chicago;30/07/2021;$15.135,12;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
2022;Destro Brasil Curitiba;Nueva York;30/07/2021;$14.795,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2023;Bela Vista Tijolos;Los Ángeles;30/07/2021;$16.068,90;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2024;Canoas Shopping;Chicago;30/07/2021;$8.831,52;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2025;Indaia;Houston;30/07/2021;$13.127,19;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
2026;Hospital Evangelico;Los Ángeles;30/07/2021;$13.179,98;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
2027;Rer Plasticos;Nueva York;30/07/2021;$12.079,26;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2028;Resende Shop;Houston;30/07/2021;$13.120,20;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
2029;Rer Plasticos;Chicago;30/07/2021;$13.273,40;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2030;Resende Shop;Houston;30/07/2021;$12.143,42;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2031;Hospital Evangelico;Los Ángeles;30/07/2021;$13.313,33;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2032;Hospital Evangelico;Chicago;30/07/2021;$12.444,73;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2033;Rer Plasticos;Nueva York;30/07/2021;$13.122,43;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Efectivo
2034;Resende Shop;Chicago;30/07/2021;$13.243,77;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2035;Rer Plasticos;Houston;30/07/2021;-$6.197,52;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2036;Resende Shop;Chicago;30/07/2021;$23.258,42;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
2037;Hospital Evangelico;Houston;30/07/2021;$151.353,79;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2038;Resende Shop;Nueva York;30/07/2021;$25.444,35;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2039;Hospital Evangelico;Los Ángeles;30/07/2021;$27.280,56;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2040;Hosp Sao Francisco Saude;Los Ángeles;31/07/2021;$11.706,24;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
2041;Marilan;Houston;31/07/2021;$11.966,91;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
2042;Nova Era;Houston;31/07/2021;$132.642,92;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
2043;Pch Barra Das Aguas;Houston;31/07/2021;$10.693,19;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
2044;Termag;Los Ángeles;31/07/2021;$12.585,09;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2045;Renar;Chicago;31/07/2021;$33.295,03;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2046;Unimin;Nueva York;31/07/2021;$11.456,64;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
2047;Carbonifera Catarinense;Houston;31/07/2021;$16.585,97;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2048;Elkem Carboderivados;Los Ángeles;31/07/2021;$11.456,64;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
2049;Elkem Carboderivados;Houston;31/07/2021;$11.862,27;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2050;Gnu Pet;Los Ángeles;31/07/2021;$11.456,64;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2051;Gnu Pet;Nueva York;31/07/2021;$6.655,91;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
2052;Renova;Nueva York;31/07/2021;$17.945,91;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
2053;Gnu Pet;Chicago;31/07/2021;$11.456,64;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
2054;Gnu Pet;Houston;31/07/2021;$7.253,42;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2055;Renova;Nueva York;31/07/2021;$7.253,42;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2056;Renova;Los Ángeles;31/07/2021;$18.325,45;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
2057;Gnu Pet;Los Ángeles;31/07/2021;$11.456,64;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2058;Gnu Pet;Nueva York;31/07/2021;$18.488,69;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
2059;Renova;Houston;31/07/2021;$7.253,42;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
2060;Renova;Nueva York;31/07/2021;$7.253,42;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2061;Renova;Los Ángeles;31/07/2021;$17.957,02;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2062;Renova;Nueva York;31/07/2021;$20.418,37;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Efectivo
2063;Renova;Houston;31/07/2021;$7.253,42;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
2064;Renova;Chicago;31/07/2021;$7.413,00;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Efectivo
2065;Capital Reciclaveis;Los Ángeles;1/08/2021;$7.413,00;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
2066;Agromaggi;Chicago;2/08/2021;$7.266,86;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2067;Belagua;Nueva York;2/08/2021;$34.397,94;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
2068;Candura;Nueva York;2/08/2021;$4.165,17;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2069;Carbonifera Catarinense;Chicago;2/08/2021;$21.447,84;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2070;Incasa;Houston;3/08/2021;$131.988,43;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2071;Incasa;Los Ángeles;3/08/2021;$34.797,21;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2072;Desa Uriel;Chicago;3/08/2021;$21.933,78;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2073;Desa Uriel;Los Ángeles;3/08/2021;$4.603,87;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
2074;Carbonifera Catarinense;Houston;3/08/2021;$7.254,69;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2075;Carbonifera Catarinense;Houston;3/08/2021;$7.554,46;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
2076;Candura;Houston;4/08/2021;$33.445,86;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2077;Relipel;Los Ángeles;6/08/2021;$21.914,43;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2078;Renuka;Chicago;6/08/2021;$4.332,02;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2079;Depinus;Houston;6/08/2021;$6.909,96;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2080;Canoas Shopping;Nueva York;6/08/2021;$11.474,57;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2081;Bela Vista Tijolos;Los Ángeles;7/08/2021;$179.878,68;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2082;Ind Plasticas Conquista;Houston;7/08/2021;$23.029,34;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
2083;Gnu Pet;Houston;8/08/2021;$7.706,07;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2084;Reiter Brasil;Houston;8/08/2021;$36.273,02;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
2085;Renault Comercio;Los Ángeles;8/08/2021;$8.508,92;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2086;Renner Matriz;Los Ángeles;8/08/2021;$23.029,34;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2087;Renova Com;Houston;8/08/2021;$4.214,72;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Efectivo
2088;Nortex Sa;Chicago;8/08/2021;$22.558,97;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
2089;Incomfral;Los Ángeles;8/08/2021;$11.714,62;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2090;Ind Plasticas Conquista;Nueva York;8/08/2021;$147.903,54;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
2091;Term Maringa;Houston;9/08/2021;$8.415,62;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
2092;Incasa;Houston;9/08/2021;$23.029,34;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2093;Renaissance;Los Ángeles;10/08/2021;$11.024,32;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2094;Nova Alianca;Los Ángeles;10/08/2021;$4.004,79;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
2095;Capital Reciclaveis;Los Ángeles;10/08/2021;$19.435,42;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2096;Indaia;Los Ángeles;10/08/2021;$23.029,34;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2097;Carbonifera Catarinense;Houston;10/08/2021;$23.029,34;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
2098;Carbonifera Catarinense;Los Ángeles;10/08/2021;$23.029,31;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
2099;Carbonifera Catarinense;Nueva York;10/08/2021;$6.889,97;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2100;Carbonifera Catarinense;Los Ángeles;10/08/2021;$1.401,93;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2101;Sao Domingos Geracao;Nueva York;11/08/2021;$5.121,86;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;MercadoPago
2102;Sao Domingos Geracao;Chicago;11/08/2021;-$5.797,19;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
2103;Sao Domingos Geracao;Nueva York;11/08/2021;-$150,36;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2104;Sao Domingos Geracao;Nueva York;11/08/2021;-$2.581,78;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
2105;Sao Domingos Geracao;Los Ángeles;11/08/2021;-$2.924,99;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
2106;Bela Vista Tijolos;Chicago;13/08/2021;-$3.205,27;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2107;Renuka;Los Ángeles;14/08/2021;-$5.973,21;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2108;Renuka;Los Ángeles;14/08/2021;-$2.616,15;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2109;Hosp Sao Francisco Saude;Houston;14/08/2021;-$7.374,12;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2110;Beltrame;Los Ángeles;14/08/2021;-$1.771,14;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2111;Canoas Shopping;Houston;14/08/2021;-$2.500,12;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
2112;Bela Vista Tijolos;Los Ángeles;14/08/2021;-$11.414,06;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
2113;Renuka;Nueva York;15/08/2021;-$38.148,18;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2114;Renuka;Los Ángeles;15/08/2021;-$37.748,62;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2115;Nova Asa B Iii;Houston;15/08/2021;$10.925,14;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2116;Honda Amazonia;Houston;15/08/2021;-$329,07;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
2117;Honda Energy;Los Ángeles;15/08/2021;-$8.445,92;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2118;Honda Energy;Los Ángeles;15/08/2021;-$7.067,17;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
2119;Honda Lock;Nueva York;15/08/2021;-$2.417,94;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2120;Honda Lock Sp;Chicago;15/08/2021;-$6.154,72;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
2121;Honda Lock Sp;Los Ángeles;15/08/2021;-$1.696,45;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2122;Honpar;Los Ángeles;15/08/2021;-$1.423,24;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2123;Horizon1;Houston;15/08/2021;-$1.744,65;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
2124;Horizonte Mp;Nueva York;15/08/2021;-$279,41;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
2125;Verdebrita;Los Ángeles;15/08/2021;-$11.377,94;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2126;Elkem Carboderivados;Chicago;15/08/2021;-$1.462,16;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
2127;Diamante Iii;Chicago;15/08/2021;-$6.069,00;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
2128;Diamante Iii;Los Ángeles;15/08/2021;-$8.845,83;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2129;Diamante Iii;Nueva York;15/08/2021;-$5.726,28;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2130;Diamante Iii;Nueva York;15/08/2021;-$91.697,94;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2131;Hortifruti;Houston;16/08/2021;-$300.118,00;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2132;Incabras;Chicago;16/08/2021;-$9.067,98;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
2133;Unilever Cd Pouso;Chicago;16/08/2021;-$21.190,16;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2134;Indaia;Los Ángeles;16/08/2021;-$4.711,42;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
2135;Hortifruti;Nueva York;17/08/2021;-$22.255,66;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2136;Hortifruti;Los Ángeles;17/08/2021;-$16.841,37;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
2137;Hosp Sao Francisco Saude;Chicago;17/08/2021;-$4.217,57;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
2138;Horizontes;Nueva York;17/08/2021;-$6.052,90;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2139;Nova Buriti;Nueva York;17/08/2021;-$2.131,43;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
2140;Inapel;Chicago;17/08/2021;-$6.872,39;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2141;Inbracell;Chicago;17/08/2021;$141.063,96;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2142;Inbracell;Houston;17/08/2021;$179.343,19;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Efectivo
2143;Inbrafiltro;Houston;17/08/2021;$744,11;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2144;Inbraglass;Houston;17/08/2021;-$6.865,78;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
2145;Inbrasil;Chicago;17/08/2021;-$3.077,66;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
2146;Inbrasp;Los Ángeles;17/08/2021;-$22.648,78;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
2147;Inbrasp Filia;Houston;17/08/2021;-$1.627,47;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
2148;Inc;Houston;17/08/2021;-$32.501,00;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2149;Termag;Houston;20/08/2021;-$50.829,66;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2150;Termomecanica;Houston;20/08/2021;-$9.770,81;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Efectivo
2151;Renova Com;Chicago;20/08/2021;-$8.711,01;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
2152;Bela Vista Tijolos;Chicago;20/08/2021;-$2.249,00;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
2153;Canoas Shopping;Houston;20/08/2021;-$4.412,94;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2154;Indaia;Houston;20/08/2021;-$14.836,64;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
2155;Indaia;Nueva York;20/08/2021;-$781,24;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
2156;Indaia;Chicago;20/08/2021;-$521.179,89;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
2157;Nova Era;Nueva York;21/08/2021;-$978,99;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
2158;Nova Asa B I;Los Ángeles;21/08/2021;-$43.794,80;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2159;Inbrape;Chicago;21/08/2021;-$36.172,36;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
2160;Rer Plasticos;Los Ángeles;21/08/2021;-$23.386,48;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
2161;Resende Shop;Los Ángeles;21/08/2021;$157.047,46;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
2162;Tempo Energia;Los Ángeles;21/08/2021;-$1.892,14;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
2163;Rer Plasticos;Nueva York;21/08/2021;-$691,15;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
2164;Resende Shop;Nueva York;21/08/2021;$72.778,30;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
